X,Y,OBJECTID,stop_name,stop_code,routes_served
-6.22651121532002,53.3638759897543,1093,Clontarf Road (at DART Station),1739,130
-6.22683114333148,53.3641324101115,1094,Clontarf Road (at DART Station),1740,130
-6.22081821456852,53.3631081399253,1095,Clontarf Road Junction Strandville Avenu,1741,"130, 32X"
-6.2164874001321,53.362108729585,1096,Saint Lawrence Road,1742,130
-6.21385659299857,53.361062699652,1097,Styles Road,1743,130
-6.20877871494111,53.3603304503688,1098,Clontarf Road (Castle Avenue),1744,"104, 130"
-6.20569901733049,53.3603201303773,1099,Clontarf Road (near Scoil Uí Chonaill),1745,"104, 130"
-6.20274171537016,53.3602576498801,1100,Oultan Road,1746,"104, 130"
-6.19681661328581,53.3593143799572,1101,Clontarf Road at Church,1747,"104, 130, 32X"
-6.19345112705538,53.3582478103492,1102,Vernon Court,1748,"104, 130"
-6.19053806704484,53.358563200183,1103,Clontarf Bus Garage,1749,"104, 130, 32X"
-6.17779369374093,53.3688584901572,1104,Thornhill Lane,1750,130
-6.18582853876584,53.3597859902539,1105,Conquer Hill Road,1751,130
-6.18189764271508,53.3610653996457,1106,Seaview Point,1752,130
-6.17964554723599,53.3620826896312,1107,Dollymount Park,1753,130
-6.17676360008281,53.3641239495995,1108,Dollymount Avenue,1754,130
-6.18709938013513,53.3663037698554,1109,Seapark Apartments,1755,130
-6.18283856304291,53.3672006996787,1110,Mount Prospect Ave (Dollymount Ave),1756,130
-6.18222209184584,53.368620429854,1111,Park Lawn,1757,130
-6.17537604218265,53.3681114798105,1112,Baymount Park,1758,130
-6.17429721609493,53.3659288200078,1113,Clontarf Road (near Mount Prospect Ave),1759,130
-6.18772958704521,53.3659717903153,1114,Seapark Road (Mount Prospect Avenue),1760,130
-6.18801592772002,53.3638279603906,1115,Seapark Road (Seafield Road),1761,130
-6.19123519914037,53.3637419800236,1116,Seafield Road East (Seafield Avenue),1762,130
-6.19536975473227,53.3643978000946,1117,Vernon Avenue,1763,130
-6.19556050446679,53.3659286696106,1118,Black Heath Court,1764,"104, 130"
-6.20235612381071,53.36656154041,1119,Blackheath Grove,1765,"104, 130"
-6.20486784430724,53.3650803501935,1120,Blackheath Grove,1766,104
-6.20522067564381,53.3638362996908,1121,Clontarf Castle,1767,"104, 130"
-6.18191063242642,53.3688763399984,1122,Mount Prospect Avenue,1769,130
-6.18279848041986,53.3670832400876,1123,Mount Prospect Avenue,1770,130
-6.18523212281152,53.366041690153,1124,Saint Gabriel's Road,1771,130
-6.20503416645134,53.3650558903152,1125,Saint John The Baptist Cemetery,1772,130
-6.20339791385166,53.3668019300688,1126,Blackheath Park,1773,"104, 130"
-6.19756639487057,53.3661117904194,1127,Blackheath Park (Blackheath Avenue),1774,"104, 130"
-6.19517301662158,53.3644307701769,1128,Vernon Avenue,1775,130
-6.19187558872696,53.363877519831,1129,Seafield Road East (Seafield Avenue),1776,130
-6.19103382930061,53.3653028700482,1130,Seafield Avenue,1777,130
-6.18914534844837,53.3666044795714,1131,Mount Prospect Avenue (Mount Prospect Park),1778,130
-6.19817165066539,53.3823895002371,1132,Gracefield Road,1782,27A
-6.19594753755817,53.3837940099879,1133,Saint Brendan's School,1783,27A
-6.19296598948408,53.3846207502269,1134,Gorsefield Court,1784,27A
-6.19159356829091,53.3825956098469,1135,McAuley Drive,1785,27A
-6.19223540153839,53.3819941399875,1136,Ribh Road,1786,27A
-6.17879140766011,53.3916138199984,1137,Millbrook Road (Tonlegee Road),1788,27A
-6.17857306457959,53.3942619997214,1138,Millbrook Road,1789,27A
-6.18194519238868,53.3966413401784,1139,GAA Sports Ground,1791,27A
-6.1785293857938,53.3935243002023,1140,Millbrook Road,1792,27A
-6.17868353847505,53.3916750903821,1141,Millbrook Road (Tonlegee Road),1793,27A
-6.17942195808691,53.3694406103673,1142,Thornhill Lane,1794,130
-6.29685348373476,53.3614942001614,1143,Cabra Road,1795,"38, 38A, 38B, 38D"
-6.19114671599081,53.3817888902154,1144,McAuley Park,1796,27A
-6.19170631673738,53.3831276195645,1145,McAuley Drive,1797,27A
-6.19452486480994,53.3843747003681,1146,Ainninn Drive,1798,27A
-6.19665511767291,53.3830586801394,1147,Mask Crescent,1799,27A
-6.19922744863927,53.3823065595818,1148,Gracefield Road,1800,27A
-6.20222906938032,53.3824237203794,1149,Gracefield Road,1801,27A
-6.29451231827683,53.3614248096957,1150,Cabra Road (Carnlough Road),1802,"38, 38A, 38B, 38D"
-6.29414868938148,53.3615005000207,1151,Cabra Road (Carnlough Road),1803,"38, 38A, 38B, 38D"
-6.29729932775901,53.3616174099129,1152,Cabra Road,1804,"38, 38A, 38B, 38D"
-6.29754320223826,53.3611535103272,1153,Dunard Estate,1805,"39, 39A, 70"
-6.30258100185041,53.3629330003468,1154,Navan Road,1806,"38, 38A, 38B, 38D, 39, 39A, 70"
-6.33924786163842,53.3744142597705,1155,Navan Road (Old Race Course),1807,"38, 38A, 38B, 38D, 39, 39A, 70"
-6.33447572815223,53.3730714602397,1156,Navan Road (Old Race Course),1847,"38, 38A, 38B, 38D, 39, 39A, 70"
-6.30300293511031,53.3632805501651,1157,Navan Road,1905,"38, 38A, 38B, 38D, 39, 39A, 70"
-6.29706052265669,53.3612005504141,1158,Cabra Cross,1906,"39, 39A, 70"
-6.29380676898517,53.359904729748,1159,Railway Bridge,1907,"39, 39A, 70"
-6.2912414165072,53.3586815996142,1160,Cabra Drive,1908,"39, 39A, 70"
-6.28850369323553,53.3568896903909,1161,Prussia Street,1909,"39, 39A, 70"
-6.28830500411352,53.3565992197037,1162,Drumalee Estate,1911,"37, 39, 39A, 70"
-6.29177766849857,53.3587971297111,1163,Cabra Drive,1913,"39, 39A, 70"
-6.29480136973306,53.360206569676,1164,Old Cabra Road,1914,"39, 39A, 70"
-6.26552496020313,53.3441273399076,1165,Dame Street,1934,"123, 150, 151, 27, 49, 54A, 56A, 77A"
-6.26832889976646,53.3438714700495,1166,Carnegie Centre,1935,"123, 13, 40, 747"
-6.27306488153254,53.3430053500252,1167,High Street,1937,"123, 13, 40"
-6.27676060865786,53.3429778895765,1168,Thomas Street (John Street),1938,"123, 13, 40"
-6.28064965651916,53.3429980502297,1169,Thomas Street (St. Catherine's Lane),1939,"123, 13, 40"
-6.28571933782314,53.3435383795785,1170,James Street,1940,"123, 13, 40"
-6.28916640983625,53.3433451903313,1171,James Street,1941,"123, 13, 40"
-6.29461671938898,53.342254769741,1172,Saint James Hospital,1942,"13, 40"
-6.2983313560498,53.3413730496121,1173,Mount Brown,1943,"13, 40"
-6.30360039598822,53.3406751103869,1174,Old Kilmainham,1944,"13, 40"
-6.30965738149166,53.3405543597516,1175,Emmett Road,1945,"13, 40"
-6.31634246763093,53.3401185904184,1176,Emmet Road,1946,"13, 40, 68"
-6.31794618611505,53.3398176403956,1177,Emmet Road,1947,"13, 40, 68"
-6.32197090465612,53.3386699200327,1178,Tyrconnell Road,1948,"13, 68, 69"
-6.32358806321587,53.3376410595991,1179,Tyrconnell Road,1949,"13, 68, 69"
-6.32596411812094,53.3360206203625,1180,Church,1950,"13, 68, 69"
-6.32909520508431,53.3331344203407,1181,Lansdowne Valley Park,1951,"13, 68, 69"
-6.33022351235099,53.3315413602957,1182,Lansdowne Valley Park,1952,"13, 68, 69"
-6.33207061478839,53.329994289679,1183,Entrance to Bluebell,1953,"13, 68, 69"
-6.3347910034958,53.3287649797236,1184,Naas Road,1954,"13, 68, 69"
-6.33790100752574,53.3279365104347,1185,Carriglea Industrial Estate,1955,"13, 68, 69"
-6.3438474421157,53.3263564302302,1186,Naas Road (Kylemore Road),1956,"13, 68, 69, 69X"
-6.34489394664933,53.3264698295682,1187,Naas Road (Kylemore Road),1981,"13, 68, 69"
-6.34202879080569,53.3271850298638,1188,Naas Road (Kylemore Road),1982,"13, 51X, 68, 69, 69X"
-6.33363653135481,53.3294948703383,1189,Naas Road,1984,"13, 68, 69"
-6.32943378423773,53.3329234500772,1190,Lansdowne Valley Park,1985,"13, 68, 69"
-6.32720753803412,53.3353280103433,1191,Tyrconnell Road,1986,"13, 68, 69"
-6.32586175503477,53.3363337698382,1192,Oblate of Mary Immaculate Church,1987,"13, 68, 69"
-6.32288765256039,53.3382693600917,1193,Oblate Church,1988,"13, 68, 69"
-6.3190496339573,53.3396354602313,1194,Camac Close,1989,"13, 40, 68"
-6.314676563666,53.3404725697661,1195,Emmet Road,1990,"13, 40, 68"
-6.30909776734769,53.3406542899123,1196,Emmett Road,1992,"13, 40, 68"
-6.30476471703841,53.3408534499128,1197,Old Kilmainham,1993,"13, 40"
-6.29936559077514,53.3414237497861,1198,Saint James's Hospital,1994,"13, 40"
-6.2932035761138,53.3426659900863,1199,Ewington Lane,1995,"123, 13, 40"
-6.28846694326565,53.3435598600938,1200,James Street,1996,"123, 13, 40"
-6.28547773104634,53.3435708699949,1201,James Street,1997,"123, 13, 40"
-6.28049377228166,53.3431396104043,1202,Thomas Street (St. Catherine's Lane),1998,"123, 13, 40"
-6.27657469125825,53.3431190190029,1203,Junction Francis Street,1999,"123, 13, 40"
-6.27365330546436,53.3433104696352,1204,Saint Audeon's Church,2001,"123, 13, 40"
-6.26941400583237,53.3437793503648,1205,Lord Edward Street,2002,"123, 13, 27, 40, 49, 747, 77A, 77X"
-6.26826230544624,53.3440322902674,1206,Lord Edward Street,2003,"150, 54A, 56A"
-6.20993204299148,53.3030479603918,1207,Fosters Avenue (Stillorgan Road),2071,"17, 47"
-6.21274111326835,53.3018946502371,1208,Foster's Avenue (North Avenue),2072,"17, 47"
-6.21300839906667,53.3019615798028,1209,Foster's Avenue (North Avenue),2082,"17, 47"
-6.20962010684749,53.3033308995991,1210,Fosters Avenue (Stillorgan Road),2083,"17, 47"
-6.211628262315,53.3055451700734,1211,UCD Belfield Bridge,2084,"116, 118, 145, 17, 46A, 46E, 47, 7B, 7D"
-6.22017115645908,53.3151735198506,1212,R.T.E. Televison Studios,2085,"17, 27X, 47"
-6.21473525854534,53.3181123197002,1213,Nutley Lane,2086,"17, 27X, 47"
-6.21281580948683,53.3205822999867,1214,Merlyn Park,2087,47
-6.21607517436002,53.3172964595948,1215,Nutley Lane (Saint Vincent's Hospital),2088,"27X, 47"
-6.21973092749196,53.3152927899326,1216,Elm Park Golf Club,2089,"27X, 47"
-6.28989891363677,53.3347990297643,1217,Coombe Maternity Hospital,2094,"151, 27, 56A, 77A"
-6.30245610282391,53.3290282702368,1218,Crumlin College,2095,"151, 27, 56A, 77A"
-6.30678783676046,53.3280741796879,1219,Crumlin Road,2096,"151, 27, 56A, 77A"
-6.3097111566036,53.327423560171,1220,Iveagh Gardens,2097,"151, 27, 56A, 77A"
-6.31660223756255,53.3255166696015,1221,Crumlin Road (Cooley Road),2099,"151, 27, 56A, 77A"
-6.31818670272891,53.3249278301997,1222,Crumlin Childrens Hospital,2101,"151, 18, 27, 56A, 77A"
-6.32621727267255,53.3241869201225,1223,Drimnagh Road (Slievebloom Road),2102,"123, 151, 18, 27, 56A, 77A"
-6.32997741376104,53.3220824899163,1224,Shopping Centre,2103,"123, 27, 77A"
-6.33758710002077,53.3236538304286,1225,Long Mile Road,2105,"151, 18, 56A"
-6.33919877902625,53.3239009899089,1226,Long Mile Road,2181,"151, 18, 56A"
-6.33515856417502,53.323952519685,1227,Walkinstown Parade,2182,"151, 18, 56A"
-6.33053260587501,53.3217037699552,1228,Walkinstown Road (Kilnamanagh Road),2183,"123, 27, 77A"
-6.32911644156663,53.3229872097532,1229,Walkinstown Road (Kilnamanagh Road),2184,"123, 27, 77A"
-6.3275655086786,53.324259750107,1230,Drimnagh Road (Slievebloom Road),2185,"123, 151, 18, 27, 56A, 77A"
-6.31252332945935,53.326924089922,1231,Raphoe Road,2186,"151, 27, 56A, 77A"
-6.30725477082714,53.3280358697737,1232,Iveagh Grounds,2187,"151, 27, 56A, 77A"
-6.30290697585084,53.3290167102503,1233,Crumlin College,2188,"151, 27, 56A, 77A"
-6.30005775978763,53.3296861999492,1234,Crumlin Shopping Centre,2189,"151, 27, 56A, 77A"
-6.2923004073251,53.3329459403933,1235,Dolphin's Barn,2190,"151, 17, 27, 56A, 77A, 77X"
-6.31042825254222,53.3480253601923,1236,Sarah Place,2191,"25, 26, 66, 66A, 66B, 67"
-6.31564106916554,53.3472451999871,1237,U.C.D Boat Club,2192,"25, 26, 66, 66A, 66B, 67"
-6.32342561965237,53.346375149919,1238,Garda Boat Club,2193,"25, 26, 66, 66A, 66B, 67"
-6.32838964347932,53.3461841402346,1239,Sports Grounds,2194,"25, 26, 66, 66A, 66B, 67"
-6.3375899928368,53.3467441102091,1240,Chapelizod School,2195,"25, 26, 66, 66A, 66B, 67"
-6.3416006494978,53.347896460345,1241,Kings Hall,2196,"25, 26, 66, 66A, 66B, 67"
-6.34672720227731,53.3481653498832,1242,Lucan Road (Chapelizod Hill Rd),2197,"25, 26, 66, 66A, 66B, 67"
-6.35106328863988,53.3506251399957,1243,Lucan Road (Belgrove Park),2198,"25, 26, 66, 66A, 66B, 67"
-6.35589386574562,53.3519591102556,1244,Old Lucan Road,2199,76
-6.35295449688398,53.3502737698546,1245,Chapelizod By Pass Bridge,2200,"25, 26, 66, 66A, 66B, 67, 76, 76A"
-6.35568332723083,53.3519651898703,1246,Lucan Road,2243,"25, 26, 66, 66A, 66B, 67, 76, 76A"
-6.35159406091537,53.3508841401906,1247,Lucan Road (Belgrove Park),2244,"25, 26, 66, 66A, 66B, 67"
-6.34826919829871,53.3494629995715,1248,Lucan Road (Laurence Brook),2245,"25, 26, 66, 66A, 66B, 67"
-6.34364270177909,53.3483023301625,1249,Chapelizod Bridge,2246,"25, 26, 66, 66A, 66B, 67"
-6.3362829159521,53.346752859872,1250,Chapelizod School,2247,"25, 26, 66, 66A, 66B, 67"
-6.32785861412959,53.3463205101984,1251,Sports Grounds,2248,"25, 26, 66, 66A, 66B, 67"
-6.32112143793931,53.3465314898992,1252,Neptune Rowing Club,2249,"25, 26, 66, 66A, 66B, 67"
-6.3153030162963,53.3474381604231,1253,Salmon Pool,2250,"25, 26, 66, 66A, 66B, 67"
-6.31096513535647,53.3481228402793,1254,Islandbridge Park Gate,2251,"25, 26, 66, 66A, 66B, 67"
-6.238246874574,53.3602298701842,1255,Annesley Bridge,2255,53
-6.23563513727421,53.3583487201081,1256,Portside Court,2256,53
-6.23818025480572,53.3563819695722,1257,West Road,2257,53
-6.23798151992089,53.3546443300056,1258,Saint Joseph's Church,2258,53
-6.23670554791418,53.3535289297608,1259,Church Road,2259,53
-6.23502024681493,53.3517782901885,1260,Church Road,2260,53
-6.23240088077277,53.3526383197353,1261,Church Court Estate,2261,53
-6.22658058860834,53.3535226801897,1262,Merchants Road,2262,53
-6.22259378345262,53.3511354199628,1263,Dublin Graving Docks,2264,53
-6.21984837957204,53.3510495495845,1264,Alexandra Road (Branch Road),2265,53
-6.21494459046348,53.3508504502082,1265,Branch Road South,2266,53
-6.20332561570141,53.3503075404009,1266,Breakwater Road South,2269,53
-6.1956044033712,53.3456879295628,1267,Irish Ferries Terminal,2270,53
-6.20361613220694,53.3501860801965,1268,Alexandra Road,2274,53
-6.22789255094864,53.354126399708,1269,Docklands Innovation Industrial Park,2277,"151, 53"
-6.22974045721228,53.3544863900075,1270,Bargy Road,2278,151
-6.23160644191404,53.3529591102121,1271,Caledon Road,2279,151
-6.23851423774361,53.3548409400981,1272,Saint Joseph's Church,2282,53
-6.23592153727047,53.3583259901886,1273,Portside Court,2283,53
-6.26979842841035,53.3424457,1274,Werburgh Street,2310,"150, 151, 27, 56A, 77A"
-6.27050674810246,53.3383034704113,1275,Kevin Street Garda Station,2311,"150, 151, 27, 56A, 77A"
-6.27546922595413,53.3388786403147,1276,The Coombe,2312,"151, 27, 56A, 77A"
-6.27846317281517,53.3387421200703,1277,Ardee Court,2313,"151, 27, 56A, 77A"
-6.28082149284704,53.3383536800892,1278,Cork Street,2314,"151, 27, 56A, 77A"
-6.28522427590522,53.3375362202048,1279,Marion Villas,2315,"151, 27, 56A, 77A"
-6.31884690551063,53.3234091600164,1280,Crumlin Bowling Club,2317,"150, 18"
-6.31882839570573,53.3219708100269,1281,Somerville Avenue,2318,"150, 18"
-6.31509749745876,53.3195093597654,1282,Garda Station,2319,"150, 18"
-6.31699661807721,53.31587803005,1283,Whitehall Road West (Kimmage Rd),2320,150
-6.32005092626129,53.3133954396297,1284,Crumlin Crossroads,2321,150
-6.32109073360761,53.3102282996599,1285,Whitehall Road West,2322,150
-6.3204686611724,53.3081073403333,1286,Millgate Drive,2323,150
-6.32098801756653,53.3097864403201,1287,Whitehall Road West,2324,150
-6.32119704491636,53.3121082996986,1288,Whitehall Road West (Limekiln Ln),2325,150
-6.31996393079305,53.3136998098474,1289,Crumlin Crossroads,2326,150
-6.31685484871149,53.3168107898141,1290,St. Agnes Road (Cromwellsfort Rd),2327,"150, 17"
-6.31550007676509,53.3195779695854,1291,Saint Agnes Church,2328,"150, 18"
-6.31707152336495,53.3208404998172,1292,Saint Agnes Road,2329,"150, 18"
-6.31925677382296,53.3221476201958,1293,Saint Agnes Road,2330,"150, 18"
-6.31776572329483,53.3245623704477,1294,Saint Mary's Road,2331,"150, 18"
-6.33094827756646,53.3210534599356,1295,Walkinstown Road (Kilnamanagh Road),2332,"27, 77A"
-6.33265000256208,53.3178325699283,1296,Walkinstown Road (Walkinstown Roundabout),2333,"27, 77A"
-6.33248766927893,53.318531369895,1297,Walkinstown Road (Walkinstown Roundabout),2378,"27, 77A"
-6.28462669876627,53.3378332199781,1298,Marion Villas,2379,"151, 27, 56A, 77A, 77X"
-6.28015461493987,53.3385058602309,1299,Cork Street,2380,"151, 27, 56A, 77A, 77X"
-6.27838342591738,53.3388578100821,1300,Brabazon Row,2382,"151, 27, 56A, 77A, 77X"
-6.27265294542114,53.3394490899002,1301,Saint Patrick's Cathedral,2383,"150, 151, 27, 49, 54A, 56A, 77A, 77X"
-6.27199857678317,53.3422618697964,1302,Back Avenue,2385,"49, 54A"
-6.27232481684616,53.3379073702164,1303,New Street South,2386,"49, 54A"
-6.27281378311925,53.3365842101311,1304,New Street South,2387,"49, 54A"
-6.27437122413883,53.3344585902503,1305,Clanbrassil Street,2388,"49, 54A"
-6.27919988262575,53.3249200498895,1306,Harold's Cross,2389,"54A, 9"
-6.28397519252067,53.321519429855,1307,Mount Argus Park,2390,"54A, 9"
-6.28641495345396,53.3201972995935,1308,Mount Argus Church,2391,"54A, 9"
-6.2912255461647,53.3188911297482,1309,Mount Argus Community Centre,2392,"54A, 9"
-6.29545530463232,53.3152036104065,1310,Lower Kimmage Road (Aideen Avenue),2393,"54A, 9"
-6.29782830143006,53.3132780897257,1311,Poddle Park,2394,"54A, 9"
-6.30057642928099,53.3117263897931,1312,Fortfield Road,2395,54A
-6.30216258135643,53.3088188498259,1313,Wainsfort Estate,2396,54A
-6.30084051049896,53.3065889503126,1314,College Drive,2397,54A
-6.29975389247856,53.3052342300229,1315,Fortfield Estate,2398,54A
-6.30003276745113,53.3053910098152,1316,Fortfield Estate,2409,54A
-6.30137045218451,53.3072256700291,1317,College Drive,2410,54A
-6.30241900508866,53.30916404992,1318,Wainsfort Estate,2411,54A
-6.30180846314786,53.3109350097752,1319,Lavarna Estate,2412,54A
-6.30549635518403,53.3129288901945,1320,Kimmage Road West (Whitehall Road),2413,"17, 9"
-6.31085440393008,53.3140654900853,1321,Kimmage Road West,2414,"17, 9"
-6.31357760103973,53.3150387802511,1322,Royston Village,2415,"17, 9"
-6.31777435023905,53.3163294202156,1323,Cromwellsfort Road (Whitehall Road),2416,9
-6.3230284392721,53.3166910202075,1324,Cromwellsfort Road (Cherry Grove),2417,9
-6.32699426555101,53.3169893904329,1325,Cromwellsfort Road (Bigger Road),2418,9
-6.33023349691943,53.3170617498956,1326,Cromwell's Fort Road (Walkinstown Roundabout),2419,9
-6.33069327982885,53.3172030002298,1327,Cromwell's Fort Road (Walkinstown Roundabout),2431,9
-6.32549237856576,53.3170132597089,1328,Cromwellsfort Road (Bigger Road),2432,9
-6.32067643396419,53.3165770402691,1329,Cromwellsfort Road (Cherry Grove),2433,9
-6.3160305533063,53.3160171901099,1330,Kimmage Road West,2434,"17, 9"
-6.31125160573708,53.3142688499768,1331,Westbrook,2435,"17, 9"
-6.30893288217793,53.3136967103817,1332,Kimmage Road West,2436,"17, 9"
-6.30235569049336,53.3126505402352,1333,Kimmage Road West (Whitehall Road),2437,"15A, 17, 9"
-6.29924078169551,53.3124803300583,1334,Lower Kimmage Road (Fortfield Road),2438,"54A, 9"
-6.29768257867165,53.3135456603954,1335,Poddle Park,2439,"54A, 9"
-6.29431227254622,53.3163916799241,1336,Lower Kimmage Road (Aideen Avenue),2440,"54A, 9"
-6.29115871964507,53.3190609500466,1337,Mount Argus Community Centre,2441,"54A, 9"
-6.28601445810933,53.3204521997048,1338,Mount Argus Church,2442,"54A, 9"
-6.28364499632061,53.3218921798806,1339,Brookfield,2443,"54A, 9"
-6.27966028965092,53.3242975199656,1340,Lower Kimmage Road,2444,"54A, 9"
-6.30413529856913,53.3192461500283,1341,Healthcare Centre,2448,"18, 83, 83A"
-6.30505742546188,53.3209759795987,1342,Armagh Road,2449,17
-6.30765414258589,53.3202218995983,1343,Saint Agnes Primary School,2450,"17, 18, 83, 83A"
-6.31432907346447,53.3192018996499,1344,Saint Agnes Park,2451,17
-6.33201043834381,53.3161428599413,1345,Saint Peter's Road (Walkinstown Roundabout),2452,9
-6.33051617331995,53.3148186903569,1346,Saint Peter's Road (Saint James's Road),2453,9
-6.33013227907878,53.3138875402157,1347,St.James's Road (St.Peter's Road),2462,9
-6.33117262362784,53.3153042398329,1348,Saint Peter's Road (Walkinstown Roundabout),2463,9
-6.31301114621373,53.3195068396733,1349,Stannaway Avenue,2464,"17, 18"
-6.30892463557738,53.319979269733,1350,Armagh Road (Captain's Road),2465,"17, 18, 83, 83A"
-6.30643617397297,53.3206540197068,1351,Scoil Colm,2466,"17, 18, 83, 83A"
-6.30391062611901,53.3192339700638,1352,Health Centre,2467,"18, 83, 83A"
-6.28914318868773,53.3187893797985,1353,Larkfield Park,2471,"18, 83, 83A"
-6.2855852941353,53.3176776900264,1354,Clareville Road,2472,"18, 83, 83A"
-6.28346003020208,53.3178987897136,1355,Clareville Road,2473,"18, 83, 83A"
-6.28195706899702,53.3186950696208,1356,Clareville Road,2474,"18, 83, 83A"
-6.28007393020488,53.3188656697198,1357,Kenilworth Park,2475,"18, 83, 83A"
-6.27763535499854,53.3190372098914,1358,Kenilworth Square North,2476,"18, 83, 83A"
-6.27434484749085,53.3198614995704,1359,Kenilworth Square East,2477,"18, 83, 83A"
-6.26972447580685,53.3205315904325,1360,Grosvenor Road,2478,"18, 83, 83A"
-6.27023189868012,53.3202333499564,1361,Grosvenor Road,2479,"18, 83, 83A"
-6.27435608401977,53.3195830300556,1362,Kenilworth Square East,2480,"18, 83, 83A"
-6.27808269934739,53.3187380697421,1363,Kenilworth Square North,2481,"18, 83, 83A"
-6.28139262665714,53.3189206301805,1364,Clareville Road,2482,"18, 83, 83A"
-6.28210326825068,53.3184185498661,1365,Westfield Road,2483,"18, 83, 83A"
-6.28913824894762,53.318537639977,1366,Larkfield Park,2484,"18, 83, 83A"
-6.29132503059128,53.3197823795621,1367,Sundrive Road,2485,"18, 83, 83A"
-6.29310472233045,53.3210751800202,1368,Sundrive Road,2486,"18, 83, 83A"
-6.29528215533658,53.3218073903909,1369,Stannaway Road,2487,"18, 83, 83A"
-6.29870245571373,53.3203552101765,1370,Stannaway Road,2488,"18, 83, 83A"
-6.30042984152682,53.3195709098145,1371,Stannaway Road,2489,"18, 83, 83A"
-6.3094524654616,53.3195373503644,1372,Captain's Road,2490,"83, 83A"
-6.30819127511183,53.3180274397553,1373,Captain's Road (Captain's Avenue),2491,"83, 83A"
-6.30786947353602,53.3162971597472,1374,Stannaway Court,2492,"83, 83A"
-6.3086299525821,53.3183212799606,1375,Captain's Road (Captain's Avenue),2493,"83, 83A"
-6.30056200366262,53.3196447003724,1376,Clonfert Road,2494,"18, 83, 83A"
-6.29682068792923,53.321245150392,1377,Stannaway Road,2495,"18, 83, 83A"
-6.29389330278747,53.3220032503618,1378,Sundrive Road,2496,"18, 83, 83A"
-6.29188894028099,53.3203207502123,1379,Sundrive Road,2497,"18, 83, 83A"
-6.2500968658535,53.3482433196636,1380,IFSC Custom House Quays,2498,"142, 151, 15A, 15B, 33X, 41X"
-6.24714510117364,53.3480651704071,1381,Jury's Inn Custom House Quay,2499,"142, 151, 15A, 15B, 33X, 41X, 747"
-6.24290717880515,53.347751159734,1382,Samuel Beckett Bridge,2500,"142, 151, 33X, 41X"
-6.2363436874903,53.3473756901837,1383,North Wall Quay (New Wapping Street),2501,"142, 151, 33X, 41X"
-6.22710194663529,53.3482004502167,1384,The 02 Arena (Point Depot),2507,"142, 151, 33X, 41X, 747"
-6.22579710708691,53.3528549002564,1385,Docklands main gate,2508,"151, 53"
-6.3843043330498,53.2727674503663,1386,Donomore Crescent,2561,"65B, 77A"
-6.27536508748148,53.3329000404181,1387,Lower Clanbrassil Street,2634,"49, 54A"
-6.27492054034332,53.3342418303895,1388,Lower Clanbrassil Street,2635,"49, 54A"
-6.27317433208769,53.3365804396846,1389,New Street South,2636,"49, 54A"
-6.29384103867946,53.3458838503515,1390,Outside Heuston Train Station,2637,"25A, 25B, 25X, 51D, 66X, 67X, 69X, 79, 79A"
-6.29697231926523,53.3457038800495,1391,Saint John's Road West,2638,"51D, 79, 79A"
-6.31000224293886,53.3420872100575,1392,Kilmainham Jail,2640,"69, 79"
-6.31538361509073,53.3419655798205,1393,Camac Court,2641,"69, 79"
-6.31972468685015,53.3411819203735,1394,Grattan Crescent,2642,"40, 51X, 69"
-6.3209727977641,53.3415230703954,1395,Sarsfield Road,2643,"40, 79"
-6.32736725562791,53.3419903799964,1396,Sarsfield Medical Centre,2644,"40, 79, 79A"
-6.33075786037815,53.3416963198694,1397,Lally Road,2645,"79, 79A"
-6.33364923984106,53.3414940701378,1398,Decies Road (O'Moore Road),2646,"79, 79A"
-6.3380073980828,53.340647070094,1399,Markievicz Park,2647,"79, 79A"
-6.34265370103923,53.3397230201131,1400,Decies Road (Garryowen Rd),2648,"79, 79A"
-6.34578603198802,53.3391103704121,1401,Decies Road (Ramillies Rd),2649,"79, 79A"
-6.34667902322296,53.3377655602724,1402,Landen Road,2650,"79, 79A"
-6.3482289821499,53.3388476103724,1403,Kylemore Road (Kylemore Avenue),2652,"18, 79, 79A"
-6.34867152287083,53.3402199197448,1404,Ballyfermot Crescent,2653,"18, 79, 79A"
-6.34887072106122,53.3412832602749,1405,Kylemore Road (Ballyfermot Road),2654,"18, 79, 79A"
-6.35283256618806,53.3421379501853,1406,Ballyfermot Parade,2655,"18, 40, 76, 76A, 79, 79A"
-6.35870109656272,53.3426232897745,1407,Ballyfermot Road (Le Fanu Road),2656,"18, 40, 76, 76A, 79, 79A"
-6.36173985594853,53.3413168502727,1408,Le Fanu Park,2657,"79, 79A"
-6.36126681384333,53.3391622299118,1409,Oranmore Road,2658,"79, 79A"
-6.36179363794854,53.340697420368,1410,Clifden Road,2667,"79, 79A"
-6.36328125189604,53.3430277503209,1411,Community Centre,2668,"18, 40, 76, 76A"
-6.36754217980185,53.3403897304077,1412,Spiddal Park,2670,79
-6.36768514165722,53.3433307597847,1413,Ballyfermot Road (Blackditch Road),2672,"18, 40, 76, 76A"
-6.36817569682608,53.343463300051,1414,Ballyfermot Road (Blackditch Road),2688,"18, 40, 76, 76A"
-6.36372882132515,53.3431057896056,1415,Blackditch Drive,2689,"18, 40, 76, 76A"
-6.35878874462998,53.3426874096132,1416,Ballyfermot Road (Le Fanu Road),2696,"18, 40, 76, 76A, 79, 79A"
